t,x,y,z,vx,vy,vz,roll,pitch,yaw,wx,wy,wz,rpm0,rpm1,rpm2,rpm3
3.562500000000000000e+00,-4.752478657205726181e-18,1.547595440297739895e-16,8.940242289607992499e-01,-2.838292339818178793e-16,9.339738293176756173e-17,9.209476917019210340e-02,-8.721353496112522616e-17,-5.782506930454404218e-18,2.244882015752271404e-16,2.768814659609734013e-19,1.739207659315468653e-15,3.330762916799407481e-15,1.442953218499129071e+04,1.442953218499130344e+04,1.442953218499129071e+04,1.442953218499129798e+04
3.583333333333333037e+00,-1.066083326890358545e-17,1.568883622645290335e-16,8.959292338575330916e-01,-2.823525239056951911e-16,1.108120122663485236e-16,9.078579352215154774e-02,-8.116893707231868018e-17,2.441184698976273166e-17,2.418338693756580782e-16,5.800028657022672833e-16,1.159451967267138099e-15,-1.665569632617528670e-15,1.443007955452999886e+04,1.443007955452998613e+04,1.443007955452999704e+04,1.443007955452998613e+04
3.604166666666666519e+00,-1.648068045370411076e-17,1.593639411556824298e-16,8.978071335904103112e-01,-2.757249085214521802e-16,1.266079019852364666e-16,8.949267104030750319e-02,-7.512447679454036221e-17,4.252806046516257069e-17,2.114717635302087981e-16,2.669711498609666846e-19,5.797061765848245221e-16,-1.249193293185401492e-15,1.443062327683766671e+04,1.443062327683766671e+04,1.443062327683766671e+04,1.443062327683766853e+04
3.625000000000000000e+00,-2.213448479038329630e-17,1.621542113089196642e-16,8.996582572014741874e-01,-2.669579062351344936e-16,1.411502882557381973e-16,8.821528348320414881e-02,-7.430765501758793412e-17,4.470168750073269992e-17,2.341099120920944599e-16,-5.794590223746401722e-16,-2.971290057235104254e-20,3.122579339397710289e-15,1.443116328382947904e+04,1.443116328382948814e+04,1.443116328382947904e+04,1.443116328382948996e+04
3.645833333333333037e+00,-2.760150855002755750e-17,1.652577042755061918e-16,9.014829312539331951e-01,-2.578763986794834467e-16,1.569952970123909201e-16,8.695351112327849574e-02,-7.573383442242788287e-17,4.470131609137850052e-17,2.590898962849803649e-16,-5.794491260753004793e-16,-2.971239312016720429e-20,-6.246769537532437785e-16,1.443169951155118179e+04,1.443169951155117269e+04,1.443169951155118179e+04,1.443169951155117269e+04
3.666666666666666519e+00,-3.287932823421185269e-17,1.686796601335097273e-16,9.032814798023118819e-01,-2.487942989927022880e-16,1.709355394585188116e-16,8.570723285345038800e-02,-5.798299630125688850e-17,4.470131609137849435e-17,2.590898962849803649e-16,-5.794392299449749255e-16,-2.971188567661554654e-20,-6.246700707940406044e-16,1.443223190003867239e+04,1.443223190003867239e+04,1.443223190003867239e+04,1.443223190003867239e+04
3.687500000000000000e+00,-3.796793108179615054e-17,1.723544858672647170e-16,9.050542243647806684e-01,-2.397115824635118455e-16,1.812707724428870563e-16,8.447632628990675574e-02,-4.023240351722633326e-17,4.470131609137849435e-17,2.590898962849803649e-16,-5.794293339836606514e-16,-2.971137824174937544e-20,-6.246631879106767429e-16,1.443276039318191943e+04,1.443276039318191943e+04,1.443276039318191943e+04,1.443276039318191943e+04
3.708333333333333037e+00,-4.286730429945007534e-17,1.762070721933250646e-16,9.068014838975898551e-01,-2.306282546147307184e-16,1.880005241031331182e-16,8.326066787119942858e-02,-2.248205606662127701e-17,4.470131609137848819e-17,2.590898962849803649e-16,-5.794194381913545999e-16,-2.971087081553032285e-20,-6.246563051031516021e-16,1.443328493859276750e+04,1.443328493859276750e+04,1.443328493859276750e+04,1.443328493859276750e+04
3.729166666666666519e+00,-4.758074802701038735e-17,1.801652025783609832e-16,9.085235747715303400e-01,-2.223099441126286273e-16,1.915877511938580106e-16,8.206013295377166672e-02,-5.584907251991197553e-18,2.730899504193080690e-17,2.403518526719856426e-16,1.739494413292067807e-15,-1.739207677258489384e-15,-1.457365397311354262e-15,1.443380548747681132e+04,1.443380548747680768e+04,1.443380548747680768e+04,1.443380548747680768e+04
3.750000000000000000e+00,-5.216849695391067921e-17,1.841485798868795933e-16,9.102208107503492185e-01,-2.188207405499389123e-16,1.894812670353138841e-16,8.087459590402530651e-02,3.669307980677115729e-17,9.192299896284005579e-18,2.013161001629557097e-16,2.319190694276466635e-15,-7.279791646324734520e-24,-2.290065314372826206e-15,1.443432199450903863e+04,1.443432199450903863e+04,1.443432199450904045e+04,1.443432199450903681e+04
